ID;TARGET
3455;19
3456;14
3457;14
3458;13
3459;14
3460;10
3461;22
3462;13
3463;21
3464;9
3465;20
3466;10
3467;9
3468;1
3469;13
3470;14
3471;17
3472;18
3473;11
3474;11
3475;12
3476;3
3477;21
3478;13
3479;10
3480;15
3481;14
3482;10
3483;19
3484;5
3485;11
3486;16
3487;16
3488;8
3489;14
3490;17
3491;9
3492;12
3493;18
3494;15
3495;9
3496;14
3497;7
3498;15
3499;8
3500;10
3501;20
3502;7
3503;15
3504;13
3505;12
3506;11
3507;11
3508;14
3509;15
3510;9
3511;17
3512;16
3513;13
3514;17
3515;13
3516;16
3517;7
3518;17
3519;16
3520;12
3521;9
3522;14
3523;6
3524;16
3525;7
3526;10
3527;9
3528;18
3529;2
3530;15
3531;9
3532;15
3533;14
3534;13
3535;11
3536;13
3537;3
3538;18
3539;8
3540;10
3541;0
3542;11
3543;8
3544;9
3545;12
3546;12
3547;10
3548;11
3549;15
3550;13
3551;11
3552;5
3553;16
3554;15
3555;2
3556;16
3557;4
3558;5
3559;9
3560;23
3561;8
3562;7
3563;16
3564;9
3565;12
3566;2
3567;16
3568;13
3569;17
3570;18
3571;16
3572;10
3573;7
3574;9
3575;15
3576;16
3577;15
3578;17
3579;16
3580;15
3581;19
3582;10
3583;18
3584;11
3585;15
3586;10
3587;3
3588;11
3589;12
3590;10
3591;16
3592;7
3593;14
3594;11
3595;13
3596;13
3597;10
3598;14
3599;1
3600;7
3601;9
3602;9
3603;19
3604;11
3605;9
3606;15
3607;12
3608;14
3609;3
3610;13
3611;10
3612;12
3613;9
3614;12
3615;18
3616;17
3617;17
3618;16
3619;17
3620;10
3621;21
3622;11
3623;13
3624;18
3625;15
3626;15
3627;10
3628;15
3629;10
3630;17
3631;7
3632;8
3633;6
3634;11
3635;8
3636;11
3637;6
3638;14
3639;9
3640;10
3641;6
3642;7
3643;3
3644;1
3645;11
3646;16
3647;12
3648;2
3649;15
3650;11
3651;20
3652;4
3653;9
3654;13
3655;15
3656;13
3657;9
3658;13
3659;5
3660;14
3661;15
3662;16
3663;8
3664;6
3665;22
3666;8
3667;3
3668;17
3669;6
3670;10
3671;15
3672;11
3673;19
3674;9
3675;7
3676;0
3677;10
3678;12
3679;11
3680;14
3681;16
3682;13
3683;20
3684;6
3685;19
3686;6
3687;11
3688;10
3689;4
3690;9
3691;11
3692;18
3693;15
3694;10
3695;0
3696;9
3697;16
3698;18
3699;14
3700;11
3701;2
3702;10
3703;13
3704;17
3705;13
3706;7
3707;9
3708;14
3709;17
3710;12
3711;18
3712;18
3713;16
3714;14
3715;7
3716;14
3717;15
3718;7
3719;15
3720;13
3721;21
3722;18
3723;8
3724;14
3725;8
3726;14
3727;12
3728;18
3729;11
3730;10
3731;13
3732;9
3733;14
3734;7
3735;8
3736;13
3737;18
3738;8
3739;12
3740;10
3741;12
3742;9
3743;11
3744;19
3745;15
3746;12
3747;12
3748;15
3749;11
3750;0
3751;16
3752;12
3753;6
3754;14
3755;21
3756;14
3757;13
3758;12
3759;8
3760;17
3761;18
3762;1
3763;11
3764;1
3765;16
3766;5
3767;5
3768;13
3769;8
3770;14
3771;9
3772;7
3773;17
3774;16
3775;17
3776;19
3777;13
3778;5
3779;4
3780;14
3781;8
3782;16
3783;11
3784;11
3785;18
3786;14
3787;19
3788;12
3789;12
3790;12
3791;3
3792;14
3793;10
3794;19
3795;20
3796;16
3797;16
3798;8
3799;17
3800;11
3801;6
3802;18
3803;8
3804;13
3805;15
3806;6
3807;11
3808;11
3809;11
3810;8
3811;10
3812;20
3813;19
3814;10
3815;14
3816;12
3817;13
3818;17
3819;13
3820;13
3821;22
3822;21
3823;14
3824;14
3825;12
3826;7
3827;4
3828;12
3829;14
3830;18
3831;11
3832;11
3833;20
3834;13
3835;16
3836;12
3837;16
3838;20
3839;19
3840;10
3841;9
3842;15
3843;8
3844;11
3845;11
3846;15
3847;21
3848;6
3849;13
3850;22
3851;12
3852;7
3853;15
3854;9
3855;9
3856;16
3857;11
3858;12
3859;11
3860;13
3861;11
3862;10
3863;15
3864;15
3865;8
3866;7
3867;14
3868;15
3869;12
3870;13
3871;17
3872;19
3873;7
3874;9
3875;15
3876;21
3877;10
3878;16
3879;12
3880;12
3881;7
3882;15
3883;10
3884;15
3885;14
3886;13
3887;8
3888;15
3889;13
3890;16
3891;15
3892;8
3893;10
3894;16
3895;13
3896;11
3897;6
3898;16
3899;8
3900;12
3901;10
3902;14
3903;21
3904;6
3905;18
3906;19
3907;3
3908;16
3909;13
3910;9
3911;9
3912;13
3913;11
3914;13
3915;13
3916;8
3917;10
3918;11
3919;9
3920;14
3921;13
3922;11
3923;15
3924;14
3925;14
3926;11
3927;11
3928;5
3929;12
3930;11
3931;10
3932;12
3933;17
3934;8
3935;15
3936;16
3937;13
3938;11
3939;7
3940;14
3941;17
3942;18
3943;15
3944;14
3945;11
3946;15
3947;7
3948;16
3949;17
3950;16
3951;14
3952;15
3953;18
3954;20
3955;17
3956;12
3957;9
3958;18
3959;14
3960;13
3961;19
3962;17
3963;13
3964;11
3965;16
3966;19
3967;11
3968;13
3969;15
3970;1
3971;13
3972;17
3973;10
3974;18
3975;14
3976;7
3977;12
3978;13
3979;10
3980;14
3981;11
3982;16
3983;7
3984;21
3985;11
3986;10
3987;18
3988;17
3989;20
3990;15
3991;17
3992;12
3993;17
3994;14
3995;15
3996;7
3997;16
3998;13
3999;8
4000;18
4001;12
4002;14
4003;6
4004;3
4005;6
4006;6
4007;9
4008;18
4009;12
4010;14
4011;9
4012;11
4013;16
4014;15
4015;9
4016;13
4017;8
4018;10
4019;11
4020;14
4021;7
4022;19
4023;15
4024;14
4025;16
4026;11
4027;14
4028;19
4029;5
4030;9
4031;12
4032;13
4033;23
4034;21
4035;20
4036;5
4037;5
4038;19
4039;3
4040;11
4041;11
4042;4
4043;13
4044;7
4045;17
4046;15
4047;21
4048;19
4049;20
4050;9
4051;13
4052;10
4053;16
4054;12
4055;17
4056;13
4057;8
4058;16
4059;7
4060;16
4061;22
4062;6
4063;14
4064;10
4065;14
4066;10
4067;9
4068;13
4069;14
4070;15
4071;7
4072;15
4073;9
4074;15
4075;14
4076;8
4077;16
4078;13
4079;12
4080;5
4081;5
4082;8
4083;13
4084;17
4085;19
4086;19
4087;18
4088;14
4089;11
4090;20
4091;15
4092;21
4093;0
4094;16
4095;10
4096;11
4097;15
4098;10
4099;14
4100;17
4101;19
4102;18
4103;9
4104;12
4105;14
4106;17
4107;11
4108;22
4109;12
4110;13
4111;15
4112;11
4113;5
4114;18
4115;9
4116;6
4117;11
4118;10
4119;10
4120;15
4121;0
4122;13
4123;10
4124;10
4125;14
4126;8
4127;15
4128;6
4129;5
4130;17
4131;15
4132;9
4133;12
4134;19
4135;12
4136;17
4137;13
4138;10
4139;12
4140;11
4141;13
4142;13
4143;19
4144;19
4145;0
4146;9
4147;15
4148;10
4149;18
4150;12
4151;9
4152;14
4153;15
4154;13
4155;11
4156;10
4157;14
4158;19
4159;0
4160;9
4161;14
4162;13
4163;10
4164;11
4165;1
4166;7
4167;9
4168;12
4169;13
4170;17
4171;13
4172;15
4173;17
4174;10
4175;10
4176;17
4177;11
4178;13
4179;15
4180;19
4181;13
4182;16
4183;15
4184;13
4185;16
4186;15
4187;16
4188;15
4189;8
4190;9
4191;15
4192;13
4193;21
4194;16
4195;18
4196;10
4197;6
4198;18
4199;19
4200;8
4201;8
4202;4
4203;10
4204;17
4205;11
4206;10
4207;17
4208;12
4209;18
4210;11
4211;15
4212;14
4213;11
4214;17
4215;21
4216;15
4217;13
4218;18
4219;10
4220;11
4221;20
4222;15
4223;9
4224;13
4225;11
4226;11
4227;5
4228;8
4229;15
4230;19
4231;10
4232;15
4233;9
4234;4
4235;17
4236;15
4237;12
4238;19
4239;5
4240;13
4241;9
4242;20
4243;17
4244;17
4245;18
4246;8
4247;18
4248;10
4249;12
4250;13
4251;15
4252;7
4253;9
4254;13
4255;16
4256;13
4257;11
4258;12
4259;8
4260;16
4261;14
4262;12
4263;10
4264;10
4265;6
4266;17
4267;12
4268;12
4269;17
4270;11
4271;22
4272;13
4273;8
4274;11
4275;13
4276;5
4277;12
4278;19
4279;12
4280;17
4281;18
4282;19
4283;11
4284;11
4285;19
4286;13
4287;17
4288;6
4289;8
4290;14
4291;19
4292;17
4293;14
4294;14
4295;11
4296;8
4297;13
4298;18
4299;16
4300;11
4301;5
4302;16
4303;13
4304;23
4305;14
4306;10
4307;16
4308;14
4309;8
4310;17
4311;14
4312;13
4313;8
4314;13
4315;15
4316;11
4317;6
4318;13
4319;13
4320;10
4321;11
4322;12
4323;20
4324;5
4325;16
4326;14
4327;11
4328;21
4329;17
4330;9
4331;16
4332;9
4333;19
4334;19
4335;8
4336;14
4337;18
4338;17
4339;9
4340;13
4341;14
4342;10
4343;10
4344;11
4345;17
4346;17
4347;11
4348;13
4349;16
4350;13
4351;9
4352;16
4353;7
4354;18
4355;18
4356;10
4357;16
4358;16
4359;14
4360;11
4361;14
4362;20
4363;8
4364;7
4365;13
4366;7
4367;9
4368;11
4369;9
4370;0
4371;15
4372;11
4373;20
4374;11
4375;19
4376;13
4377;15
4378;11
4379;10
4380;7
4381;16
4382;18
4383;17
4384;14
4385;14
4386;4
4387;12
4388;10
4389;15
4390;13
4391;12
4392;13
4393;8
4394;10
4395;14
4396;13
4397;10
4398;10
4399;14
4400;13
4401;10
4402;7
4403;11
4404;13
4405;0
4406;8
4407;10
4408;16
4409;17
4410;11
4411;15
4412;15
4413;19
4414;21
4415;10
4416;14
4417;13
4418;8
4419;15
4420;7
4421;11
4422;13
4423;2
4424;15
4425;13
4426;14
4427;14
4428;15
4429;12
4430;9
4431;10
4432;0
4433;19
4434;7
4435;17
4436;10
4437;16
4438;19
4439;21
4440;8
4441;13
4442;8
4443;10
4444;16
4445;10
4446;10
4447;2
4448;10
4449;14
4450;10
4451;12
4452;9
4453;10
4454;4
4455;11
4456;14
4457;8
4458;20
4459;22
4460;14
4461;7
4462;10
4463;9
4464;17
4465;9
4466;10
4467;6
4468;13
4469;15
4470;10
4471;15
4472;4
4473;11
4474;8
4475;15
4476;14
4477;9
4478;19
4479;16
4480;12
4481;10
4482;16
4483;9
4484;10
4485;12
4486;10
4487;6
4488;20
4489;11
4490;13
4491;21
4492;9
4493;10
4494;6
4495;17
4496;15
4497;20
4498;15
4499;14
4500;0
4501;15
4502;13
4503;19
4504;1
4505;8
4506;16
4507;14
4508;12
4509;13
4510;16
4511;21
4512;13
4513;13
4514;12
4515;21
4516;12
4517;9
4518;15
4519;13
4520;13
4521;9
4522;13
4523;10
4524;12
4525;2
4526;14
4527;9
4528;11
4529;18
4530;19
4531;7
4532;10
4533;14
4534;9
4535;11
4536;11
4537;21
4538;11
4539;13
4540;20
4541;12
4542;22
4543;7
4544;14
4545;16
4546;17
4547;18
4548;20
4549;14
4550;16
4551;9
4552;18
4553;20
4554;10
4555;14
4556;11
4557;14
4558;21
4559;11
4560;16
4561;9
4562;12
4563;15
4564;10
4565;12
4566;11
4567;11
4568;16
4569;12
4570;14
4571;14
4572;6
4573;15
4574;9
4575;9
4576;9
4577;11
4578;13
4579;11
4580;14
4581;14
4582;5
4583;16
4584;10
4585;13
4586;10
4587;15
4588;14
4589;12
4590;10
4591;17
4592;20
4593;11
4594;4
4595;10
4596;12
4597;11
4598;22
4599;13
4600;9
4601;1
4602;15
4603;16
4604;12
4605;13
4606;11
4607;12
4608;11
4609;13
4610;18
4611;15
4612;8
4613;8
4614;17
4615;6
4616;10
4617;18
4618;12
4619;12
4620;8
4621;14
4622;11
4623;14
4624;9
4625;12
4626;19
4627;14
4628;11
4629;11
4630;17
4631;10
4632;18
4633;8
4634;9
4635;19
4636;15
4637;9
4638;9
4639;15
4640;4
4641;16
4642;19
4643;17
4644;13
4645;15
4646;16
4647;14
4648;12
4649;12
4650;17
4651;10
4652;10
4653;12
4654;8
4655;16
4656;18
4657;19
4658;13
4659;14
4660;16
4661;14
4662;12
4663;14
4664;15
4665;14
4666;14
4667;16
4668;11
4669;12
4670;20
4671;12
4672;19
4673;17
4674;13
4675;7
4676;17
4677;7
4678;19
4679;16
4680;5
4681;12
4682;17
4683;13
4684;14
4685;20
4686;12
4687;11
4688;11
4689;2
4690;14
4691;19
4692;13
4693;15
4694;9
4695;12
4696;9
4697;18
4698;16
4699;16
4700;16
4701;12
4702;2
4703;18
4704;14
4705;16
4706;12
4707;12
4708;15
4709;3
4710;19
4711;18
4712;13
4713;18
4714;20
4715;13
4716;6
4717;10
4718;13
4719;12
4720;11
4721;6
4722;10
4723;18
4724;17
4725;17
4726;10
4727;7
4728;17
4729;17
4730;15
4731;11
4732;14
4733;18
4734;14
4735;22
4736;21
4737;10
4738;8
4739;18
4740;8
4741;8
4742;14
4743;13
4744;5
4745;11
4746;6
4747;12
4748;13
4749;18
4750;13
4751;14
4752;13
4753;16
4754;14
4755;12
4756;7
4757;17
4758;11
4759;9
4760;15
4761;11
4762;7
4763;12
4764;19
4765;13
4766;9
4767;17
4768;16
4769;13
4770;14
4771;20
4772;8
4773;17
4774;13
4775;12
4776;15
4777;17
4778;15
4779;0
4780;16
4781;10
4782;10
4783;18
4784;10
4785;6
4786;12
4787;15
4788;13
4789;14
4790;16
4791;12
4792;17
4793;15
4794;17
4795;19
4796;13
4797;22
4798;6
4799;13
4800;18
4801;9
4802;13
4803;4
4804;18
4805;16
4806;11
4807;11
4808;11
4809;15
4810;10
4811;18
4812;2
4813;5
4814;17
4815;15
4816;16
4817;10
4818;6
4819;9
4820;20
4821;12
4822;6
4823;15
4824;0
4825;19
4826;17
4827;14
4828;18
4829;12
4830;19
4831;11
4832;12
4833;20
4834;10
4835;19
4836;17
4837;6
4838;8
4839;21
4840;9
4841;14
4842;19
4843;14
4844;3
4845;15
4846;10
4847;13
4848;8
4849;3
4850;16
4851;18
4852;8
4853;15
4854;11
4855;9
4856;12
4857;13
4858;9
4859;13
4860;10
4861;8
4862;17
4863;16
4864;8
4865;14
4866;15
4867;11
4868;7
4869;12
4870;16
4871;16
4872;20
4873;21
4874;6
4875;8
4876;17
4877;18
4878;9
4879;12
4880;5
4881;14
4882;4
4883;12
4884;10
4885;13
4886;6
4887;9
4888;17
4889;21
4890;12
4891;11
4892;10
4893;12
4894;8
4895;13
4896;8
4897;13
4898;15
4899;14
4900;1
4901;13
4902;13
4903;10
4904;11
4905;12
4906;16
4907;19
4908;15
4909;9
4910;8
4911;11
4912;7
4913;12
4914;12
4915;13
4916;5
4917;11
4918;14
4919;10
4920;14
4921;14
4922;14
4923;17
4924;10
4925;11
4926;19
4927;8
4928;15
4929;14
4930;14
4931;16
4932;17
4933;10
4934;7
4935;16
4936;14
4937;13
4938;16
4939;10
4940;10
4941;18
4942;10
4943;12
4944;12
4945;13
4946;14
4947;9
4948;15
4949;23
4950;8
4951;9
4952;4
4953;1
4954;9
4955;8
4956;11
4957;12
4958;19
4959;14
4960;10
4961;18
4962;19
4963;10
4964;17
4965;11
4966;12
4967;10
4968;16
4969;22
4970;7
4971;13
4972;16
4973;10
4974;18
4975;10
4976;15
4977;15
4978;12
4979;9
4980;19
4981;13
4982;3
4983;14
4984;15
4985;14
4986;11
4987;14
4988;12
4989;14
4990;13
4991;9
4992;12
4993;5
4994;16
4995;5
4996;10
4997;13
4998;16
4999;18
5000;13
5001;17
5002;15
5003;4
5004;10
5005;4
5006;13
5007;9
5008;18
5009;9
5010;20
5011;18
5012;10
5013;5
5014;16
5015;12
5016;8
5017;13
5018;8
5019;6
5020;17
5021;10
5022;5
5023;7
5024;13
5025;9
5026;11
5027;9
5028;5
5029;13
5030;19
5031;5
5032;16
5033;15
5034;11
5035;12
5036;7
5037;8
5038;15
5039;12
5040;20
5041;3
5042;14
5043;15
5044;10
5045;14
5046;13
5047;14
5048;12
5049;8
5050;15
5051;10
5052;18
5053;11
5054;15
5055;15
5056;12
5057;15
5058;0
5059;20
5060;14
5061;16
5062;20
5063;3
5064;6
5065;9
5066;15
5067;11
5068;13
5069;12
5070;7
5071;12
5072;13
5073;14
5074;18
5075;14
5076;12
5077;10
5078;8
5079;13
5080;5
5081;2
5082;10
5083;11
5084;5
5085;6
5086;16
5087;10
5088;18
5089;13
5090;11
5091;16
5092;6
5093;18
5094;18
5095;14
5096;18
5097;8
5098;9
5099;22
5100;11
5101;14
5102;0
5103;11
5104;11
5105;10
5106;4
5107;19
5108;14
5109;0
5110;0
5111;16
5112;15
5113;20
5114;15
5115;17
5116;15
5117;18
5118;5
5119;11
5120;16
5121;12
5122;4
5123;11
5124;9
5125;13
5126;12
5127;5
5128;10
5129;2
5130;13
5131;10
5132;10
5133;15
5134;18
5135;13
5136;13
5137;14
5138;9
5139;10
5140;14
5141;18
5142;19
5143;17
5144;10
5145;22
5146;10
5147;6
5148;12
5149;13
5150;14
5151;20
5152;14
5153;13
5154;8
5155;12
5156;17
5157;16
5158;14
5159;11
5160;9
5161;13
5162;10
5163;11
5164;14
5165;11
5166;14
5167;22
5168;3
5169;16
5170;17
5171;13
5172;10
5173;17
5174;9
5175;15
5176;12
5177;17
5178;8
5179;15
5180;11
5181;7
5182;11
5183;12
5184;11
5185;11
5186;9
5187;16
5188;0
5189;22
5190;0
5191;22
5192;11
5193;10
5194;13
5195;10
5196;12
5197;15
5198;10
5199;17
5200;9
5201;10
5202;17
5203;14
5204;1
5205;9
5206;11
5207;12
5208;19
5209;16
5210;13
5211;20
5212;20
5213;6
5214;13
5215;8
5216;9
5217;15
5218;17
5219;18
5220;15
5221;7
5222;20
5223;5
5224;16
5225;7
5226;10
5227;12
5228;20
5229;12
5230;8
5231;6
5232;8
5233;15
5234;18
5235;12
5236;7
5237;9
5238;8
5239;10
5240;12
5241;9
5242;11
5243;17
5244;8
5245;13
5246;10
5247;10
5248;15
5249;13
5250;17
5251;6
5252;11
5253;11
5254;8
5255;12
5256;13
5257;15
5258;19
5259;11
5260;15
5261;13
5262;17
5263;16
5264;14
5265;16
5266;14
5267;9
5268;16
5269;5
5270;15
5271;10
5272;14
5273;15
5274;11
5275;8
5276;10
5277;4
5278;17
5279;11
5280;17
5281;4
5282;13
5283;13
5284;6
5285;23
5286;6
5287;14
5288;14
5289;13
5290;16
5291;13
5292;13
5293;8
5294;17
5295;19
5296;3
5297;11
5298;17
5299;5
5300;18
5301;11
5302;17
5303;16
5304;6
5305;16
5306;15
5307;13
5308;15
5309;11
5310;12
5311;12
5312;12
5313;7
5314;18
5315;7
5316;12
5317;15
5318;20
5319;5
5320;12
5321;8
5322;13
5323;13
5324;12
5325;8
5326;9
5327;18
5328;21
5329;2
5330;8
5331;11
5332;20
5333;12
5334;10
5335;15
5336;9
5337;13
5338;12
5339;13
5340;5
5341;6
5342;13
5343;4
5344;17
5345;12
5346;13
5347;15
5348;18
5349;7
5350;11
5351;7
5352;13
5353;11
5354;12
5355;11
5356;16
5357;13
5358;12
5359;13
5360;8
5361;7
5362;4
5363;10
5364;20
5365;1
5366;13
5367;11
5368;5
5369;9
5370;19
5371;4
5372;19
5373;16
5374;11
5375;17
5376;10
5377;14
5378;11
5379;8
5380;13
5381;14
5382;8
5383;9
5384;13
5385;16
5386;13
5387;11
5388;8
5389;5
5390;12
5391;18
5392;13
5393;3
5394;13
5395;12
5396;16
5397;12
5398;8
5399;18
5400;17
5401;11
5402;8
5403;9
5404;9
5405;10
5406;20
5407;11
5408;11
5409;17
5410;9
5411;10
5412;13
5413;21
5414;8
5415;9
5416;14
5417;5
5418;13
5419;13
5420;14
5421;14
5422;16
5423;19
5424;10
5425;21
5426;10
5427;9
5428;16
5429;14
5430;13
5431;9
5432;11
5433;10
5434;12
5435;18
5436;16
5437;19
5438;11
5439;10
5440;11
5441;13
5442;18
5443;6
5444;17
5445;9
5446;19
5447;17
5448;10
5449;0
5450;9
5451;12
5452;16
5453;13
5454;16
5455;14
5456;13
5457;8
5458;8
5459;10
5460;14
5461;15
5462;10
5463;14
5464;10
5465;13
5466;10
5467;16
5468;15
5469;7
5470;7
5471;18
5472;13
5473;14
5474;13
5475;18
5476;12
5477;18
5478;8
5479;21
5480;7
5481;8
5482;15
5483;15
5484;12
5485;13
5486;12
5487;19
5488;14
5489;14
5490;10
5491;7
5492;16
5493;16
5494;15
5495;12
5496;11
5497;8
5498;17
5499;12
5500;9
5501;13
5502;19
5503;13
5504;14
5505;16
5506;15
5507;19
5508;20
5509;17
5510;12
5511;17
5512;22
5513;11
5514;14
5515;7
5516;17
5517;12
5518;14
5519;10
5520;9
5521;13
5522;16
5523;12
5524;0
5525;12
5526;13
5527;13
5528;11
5529;20
5530;20
5531;7
5532;12
5533;10
5534;22
5535;11
5536;15
5537;12
5538;6
5539;13
5540;19
5541;14
5542;15
5543;9
5544;13
5545;11
5546;12
5547;11
5548;7
5549;19
5550;10
5551;17
5552;13
5553;8
5554;16
5555;14
5556;14
5557;15
5558;18
5559;16
5560;11
5561;15
5562;13
5563;15
5564;3
5565;8
5566;11
5567;6
5568;15
5569;15
5570;6
5571;11
5572;10
5573;14
5574;7
5575;9
5576;14
5577;12
5578;13
5579;20
5580;13
5581;9
5582;7
5583;6
5584;14
5585;4
5586;15
5587;19
5588;8
5589;19
5590;14
5591;13
5592;12
5593;21
5594;13
5595;18
5596;10
5597;10
5598;18
5599;7
5600;11
5601;21
5602;13
5603;16
5604;9
5605;11
5606;9
5607;14
5608;11
5609;12
5610;8
5611;18
5612;10
5613;14
5614;20
5615;11
5616;2
5617;11
5618;14
5619;14
5620;9
5621;5
5622;11
5623;13
5624;16
5625;8
5626;11
5627;7
5628;19
5629;16
5630;11
5631;11
5632;14
5633;1
5634;14
5635;21
5636;17
5637;9
5638;7
5639;9
5640;14
5641;11
5642;14
5643;4
5644;6
5645;14
5646;15
5647;11
5648;12
5649;17
5650;16
5651;18
5652;15
5653;1
5654;4
5655;12
5656;15
5657;17
5658;12
5659;15
5660;20
5661;19
5662;20
5663;9
5664;12
5665;23
5666;11
5667;9
5668;15
5669;9
5670;15
5671;12
5672;10
5673;14
5674;15
5675;12
5676;11
5677;16
5678;10
5679;15
5680;12
5681;8
5682;15
5683;22
5684;13
5685;8
5686;17
5687;14
5688;11
5689;14
5690;13
5691;5
5692;14
5693;22
5694;15
5695;17
5696;9
5697;15
5698;9
5699;18
5700;10
5701;13
5702;11
5703;8
5704;10
5705;12
5706;11
5707;14
5708;17
5709;21
5710;14
5711;9
5712;12
5713;2
5714;10
5715;9
5716;13
5717;13
5718;17
5719;15
5720;12
5721;14
5722;7
5723;17
5724;17
5725;14
5726;14
5727;14
5728;11
5729;15
5730;15
5731;14
5732;15
5733;10
5734;10
5735;14
5736;9
5737;11
5738;17
5739;19
5740;14
5741;15
5742;22
5743;12
5744;18
5745;5
5746;7
5747;11
5748;14
5749;14
5750;5
5751;13
5752;9
5753;16
5754;18
5755;13
5756;17
5757;13
5758;18
5759;15
5760;8
5761;15
5762;5
5763;17
5764;14
5765;5
5766;5
5767;14
5768;12
5769;8
5770;13
5771;8
5772;12
5773;10
5774;6
5775;11
5776;8
5777;18
5778;9
5779;8
5780;19
5781;6
5782;17
5783;14
5784;15
5785;12
5786;2
5787;8
5788;11
5789;13
5790;14
5791;18
5792;14
5793;0
5794;19
5795;14
5796;17
5797;18
5798;15
5799;18
5800;12
5801;12
5802;22
5803;13
5804;16
5805;8
5806;19
5807;7
5808;11
5809;9
5810;0
5811;9
5812;14
5813;9
5814;23
5815;7
5816;16
5817;7
5818;14
5819;16
5820;7
5821;9
5822;12
5823;8
5824;8
5825;9
5826;8
5827;16
5828;11
5829;9
5830;11
5831;14
5832;16
5833;14
5834;13
5835;15
5836;14
5837;7
5838;10
5839;11
5840;8
5841;18
5842;8
5843;12
5844;9
5845;12
5846;18
5847;2
5848;8
5849;17
5850;18
5851;14
5852;13
5853;18
5854;15
5855;9
5856;11
5857;15
5858;18
5859;12
5860;16
5861;17
5862;19
5863;14
5864;8
5865;14
5866;13
5867;2
5868;13
5869;20
5870;9
5871;11
5872;8
5873;21
5874;18
5875;9
5876;19
5877;8
5878;8
5879;17
5880;11
5881;12
5882;10
5883;15
5884;10
5885;10
5886;15
5887;13
5888;17
5889;9
5890;2
5891;10
5892;9
5893;15
5894;13
5895;15
5896;19
5897;15
5898;9
5899;13
5900;2
5901;10
5902;16
5903;16
5904;20
5905;17
5906;16
5907;6
5908;19
5909;10
5910;13
5911;5
5912;12
5913;15
5914;11
5915;12
5916;6
5917;10
5918;16
5919;14
5920;13
5921;7
5922;12
5923;13
5924;11
5925;8
5926;13
5927;12
5928;14
5929;13
5930;13
5931;9
5932;19
5933;15
5934;17
5935;17
5936;6
5937;14
5938;17
5939;17
5940;19
5941;16
5942;6
5943;21
5944;10
5945;10
5946;11
5947;10
5948;15
5949;15
5950;0
5951;6
5952;14
5953;12
5954;9
5955;10
5956;11
5957;17
5958;5
5959;12
5960;15
5961;15
5962;15
5963;16
5964;17
5965;13
5966;11
5967;13
5968;9
5969;13
5970;15
5971;14
5972;18
5973;12
5974;17
5975;15
5976;17
5977;9
5978;8
5979;11
5980;14
5981;9
5982;17
5983;5
5984;17
5985;15
5986;4
5987;18
5988;12
5989;16
5990;15
5991;11
5992;11
5993;21
5994;12
5995;12
5996;17
5997;17
5998;12
5999;13
6000;8
6001;13
6002;4
6003;12
6004;12
6005;13
6006;11
6007;4
6008;16
6009;10
6010;4
6011;6
6012;14
6013;9
6014;18
6015;16
6016;15
6017;13
6018;15
6019;9
6020;12
6021;18
6022;16
6023;12
6024;12
6025;15
6026;4
6027;10
6028;16
6029;13
6030;14
6031;9
6032;11
6033;11
6034;10
6035;14
6036;8
6037;12
6038;16
6039;13
6040;13
6041;12
6042;6
6043;15
6044;10
6045;9
6046;15
6047;13
6048;13
6049;10
6050;5
6051;18
6052;5
6053;15
6054;6
6055;14
6056;9
6057;11
6058;7
6059;11
6060;16
6061;10
6062;9
6063;13
6064;14
6065;20
6066;13
6067;11
6068;10
6069;13
6070;14
6071;19
6072;7
6073;16
6074;13
6075;13
6076;19
6077;17
6078;14
6079;19
6080;14
6081;11
6082;5
6083;0
6084;8
6085;13
6086;19
6087;14
6088;6
6089;5
6090;11
6091;15
6092;12
6093;13
6094;19
6095;13
6096;17
6097;13
6098;15
6099;14
6100;15
6101;18
6102;6
6103;13
6104;8
6105;11
6106;11
6107;13
6108;15
6109;9
6110;13
6111;14
6112;20
6113;19
6114;10
6115;11
6116;16
6117;15
6118;2
6119;6
6120;9
6121;14
6122;8
6123;17
6124;13
6125;13
6126;13
6127;18
6128;17
6129;14
6130;15
6131;8
6132;6
6133;11
6134;7
6135;16
6136;11
6137;12
6138;14
6139;16
6140;13
6141;8
6142;14
6143;10
6144;13
6145;8
6146;7
6147;16
6148;12
6149;3
6150;16
6151;14
6152;12
6153;11
6154;14
6155;14
6156;15
6157;13
6158;17
6159;17
6160;20
6161;16
6162;13
6163;13
6164;15
6165;16
6166;13
6167;15
6168;10
6169;16
6170;8
6171;8
6172;3
6173;14
6174;4
6175;8
6176;8
6177;13
6178;13
6179;10
6180;19
6181;9
6182;8
6183;8
6184;19
6185;16
6186;9
6187;12
6188;9
6189;8
6190;10
6191;12
6192;13
6193;16
6194;13
6195;13
6196;1
6197;3
6198;14
6199;13
6200;13
6201;13
6202;15
6203;16
6204;17
6205;16
6206;6
6207;9
6208;10
6209;13
6210;19
6211;9
6212;17
6213;10
6214;11
6215;14
6216;7
6217;2
6218;7
6219;14
6220;2
6221;8
6222;11
6223;12
6224;12
6225;10
6226;13
6227;13
6228;6
6229;12
6230;10
6231;19
6232;15
6233;12
6234;2
6235;16
6236;12
6237;12
6238;6
6239;16
6240;16
6241;9
6242;12
6243;14
6244;11
6245;11
6246;15
6247;11
6248;11
6249;5
6250;13
6251;12
6252;10
